pid,pre,post,full,n_pre_obs,n_pre_T,pre_flips
583165879800916|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
583165879800916|79001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
583372759100915|80001|2,EETT,EEUE,EETT-EEUE,4,2,1
584130045908190|81001|1,EETT,TTTT,EETT-TTTT,4,2,1
584130045908190|81001|2,TTNN,TTNN,TTNN-TTNN,4,2,1
584130045908190|83001|1,TTTT,....,TTTT-....,4,4,0
584160939300914|83001|2,T...,....,T...-....,1,1,0
584176046909793|81001|2,TNEE,EEE.,TNEE-EEE.,4,1,2
584349037909765|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
584438086909592|83001|3,TTT.,....,TTT.-....,3,3,0
584489086909395|79001|3,NNNT,....,NNNT-....,4,1,1
584489086909395|82001|2,TTTT,....,TTTT-....,4,4,0
584490388800762|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
584842082909063|87001|2,T...,....,T...-....,1,1,0
585197819300798|81001|1,TTTT,T...,TTTT-T...,4,4,0
586197089300797|83001|1,T...,....,T...-....,1,1,0
586467089200997|82001|2,TTTT,....,TTTT-....,4,4,0
586929560269204|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
587008110400444|82001|1,TTTT,....,TTTT-....,4,4,0
587470039000734|79001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
587561689400968|83001|1,T...,....,T...-....,1,1,0
588099979600714|79001|1,TTUU,TTTT,TTUU-TTTT,4,2,1
588279979700914|82001|1,TTTT,....,TTTT-....,4,4,0
588650059270961|83001|2,ENT.,....,ENT.-....,3,1,2
588940390160981|80001|1,TTTT,T...,TTTT-T...,4,4,0
589150937580643|82001|1,TTTT,E...,TTTT-E...,4,4,0
589177599900999|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
589190562310965|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
589300765540942|80001|2,TTEE,....,TTEE-....,4,2,1
589310549510983|83001|1,T...,....,T...-....,1,1,0
589400611360640|80001|1,TTTT,NTTT,TTTT-NTTT,4,4,0
589440668240941|83001|1,ETTT,....,ETTT-....,4,3,1
589610834120984|82001|2,TTTU,....,TTTU-....,4,3,1
589650582700944|82001|1,T..T,....,T..T-....,2,2,0
589660541590963|82001|1,TTTT,....,TTTT-....,4,4,0
589670464440944|83001|1,TTTT,....,TTTT-....,4,4,0
589760000820942|81001|1,TTTU,EEEE,TTTU-EEEE,4,3,1
589790203580945|82001|1,TTTT,T...,TTTT-T...,4,4,0
589910972170982|82001|1,TTTT,....,TTTT-....,4,4,0
589910972170982|83001|2,T...,....,T...-....,1,1,0
589960521980961|79001|2,TT.T,TTTT,TT.T-TTTT,3,3,0
590495068909196|79001|2,TTTN,TTTT,TTTN-TTTT,4,3,1
590625002909271|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
590647035905570|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
590647035905570|82001|1,TTTT,....,TTTT-....,4,4,0
590826093606399|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
590848090826679|82001|2,ENTN,....,ENTN-....,4,1,3
590926800026159|83001|1,TTT.,....,TTT.-....,3,3,0
590962106049349|80001|1,TTUT,TTTT,TTUT-TTTT,4,3,2
590964062752954|82001|2,TNTT,TTT.,TNTT-TTT.,4,3,2
590973705016586|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
590981304039018|83001|1,TTTN,....,TTTN-....,4,3,1
590983092733759|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
590986304039017|80001|1,TTTT,....,TTTT-....,4,4,0
590986304039017|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
590994506041159|83001|1,UTUU,....,UTUU-....,4,1,2
591869092909665|87001|1,T...,....,T...-....,1,1,0
591903507092138|83001|2,TTTT,....,TTTT-....,4,4,0
591906806028139|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
591908604094689|83001|1,T...,....,T...-....,1,1,0
591944000029109|80001|1,TT.T,TTT.,TT.T-TTT.,3,3,0
591976901092579|82001|1,TTTT,....,TTTT-....,4,4,0
591976901092579|82001|2,TTTT,....,TTTT-....,4,4,0
591982404054459|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
591986303000167|82001|1,TTTT,....,TTTT-....,4,4,0
592388084909897|81001|1,TTTE,EEEE,TTTE-EEEE,4,3,1
592486036909468|82001|1,TTTT,....,TTTT-....,4,4,0
592619077908099|81001|1,TTTT,UUUT,TTTT-UUUT,4,4,0
592842082909063|80001|1,TTT.,....,TTT.-....,3,3,0
592902805069599|87001|2,T...,....,T...-....,1,1,0
592906201056099|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
592906908022649|83001|1,TTT.,....,TTT.-....,3,3,0
592906908022649|83001|2,TTT.,....,TTT.-....,3,3,0
592972709050509|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
592982008069519|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
592982805047159|83001|1,TTTT,....,TTTT-....,4,4,0
592986401075589|82001|1,TTTT,....,TTTT-....,4,4,0
592992307075199|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
592992307075199|83001|2,TTTT,....,TTTT-....,4,4,0
593026077906199|81001|2,TTTT,....,TTTT-....,4,4,0
593926107054019|79001|1,TTTT,....,TTTT-....,4,4,0
593926107054019|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
593926107054019|81001|3,TTEE,....,TTEE-....,4,2,1
593944508074569|82001|1,TTTT,T...,TTTT-T...,4,4,0
593951209026118|83001|1,TTTT,....,TTTT-....,4,4,0
593961074909498|82001|2,TTNN,E...,TTNN-E...,4,2,1
593988805020049|80001|2,TTTT,N...,TTTT-N...,4,4,0
594050754740661|81001|1,TEEE,TNEE,TEEE-TNEE,4,1,1
594905403087351|80001|1,TT.U,....,TT.U-....,3,2,1
594917205024128|79001|1,TTTT,....,TTTT-....,4,4,0
594918406029409|82001|1,TTTN,....,TTTN-....,4,3,1
594922709026559|83001|2,TTTT,....,TTTT-....,4,4,0
594932704067107|80001|4,TTTT,TTTT,TTTT-TTTT,4,4,0
594933704067105|80001|1,TNTT,TTTT,TNTT-TTTT,4,3,2
594952809022179|83001|2,TNNN,....,TNNN-....,4,1,1
594955900025368|83001|2,TTTT,....,TTTT-....,4,4,0
594964009092199|83001|1,TTTT,....,TTTT-....,4,4,0
594986202043354|83001|2,TTT.,....,TTT.-....,3,3,0
594991503042586|81001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
594998203002459|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
595659860589101|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
595902402031439|83001|2,TTTT,....,TTTT-....,4,4,0
595902402031439|87001|1,T...,....,T...-....,1,1,0
595904608003337|82001|1,TTTT,T...,TTTT-T...,4,4,0
595904608003337|82001|2,TTTT,....,TTTT-....,4,4,0
595956007074049|82001|2,N.NT,....,N.NT-....,3,1,1
595968902076679|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
595993606000558|83001|2,UTUT,....,UTUT-....,4,2,3
596849080999303|79001|1,UUTU,EEE.,UUTU-EEE.,4,1,2
596958805025109|81001|2,TEET,TTTT,TEET-TTTT,4,2,2
596973103010348|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
596989520549009|87001|1,T...,....,T...-....,1,1,0
597902608007577|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
597902707054159|83001|1,TUTT,....,TUTT-....,4,3,2
597924800044539|81001|2,TTTE,TTTT,TTTE-TTTT,4,3,1
597936103017129|81001|1,TUTT,TNTN,TUTT-TNTN,4,3,2
597958706027369|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
597958706027369|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
597964208088549|82001|2,TTTT,....,TTTT-....,4,4,0
597983108066668|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
597984904047439|81001|1,TNNN,TNTN,TNNN-TNTN,4,1,1
597998106052399|83001|1,T...,....,T...-....,1,1,0
598912507046149|83001|2,TTTT,....,TTTT-....,4,4,0
598934501077189|80001|1,EETT,....,EETT-....,4,2,1
598934501077189|83001|1,NUTT,....,NUTT-....,4,2,2
598934603030549|82001|1,TTTT,....,TTTT-....,4,4,0
598940390160931|81001|2,UTTT,NNNN,UTTT-NNNN,4,3,1
598957009087668|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
598992705014667|83001|1,ENTT,....,ENTT-....,4,2,2
598997705014568|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599020940920715|83001|1,TNNN,....,TNNN-....,4,1,1
599030996100633|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599060133740953|80001|2,TTTT,T...,TTTT-T...,4,4,0
599080650160952|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599120186570633|80001|2,TTTT,NEEE,TTTT-NEEE,4,4,0
599120186570633|81001|3,TTTT,TNTT,TTTT-TNTT,4,4,0
599120788380970|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599140880980915|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599150183390913|82001|1,NTTT,NNNN,NTTT-NNNN,4,3,1
599150608760914|82001|2,TTTT,UTTU,TTTT-UTTU,4,4,0
599170258140974|82001|2,TTTT,....,TTTT-....,4,4,0
599180163440970|83001|1,TN..,....,TN..-....,2,1,1
599180724140955|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599230399910650|80001|2,TEEE,NNNN,TEEE-NNNN,4,1,1
599240045430915|80001|1,TTTT,...N,TTTT-...N,4,4,0
599240461700911|82001|1,TTTT,T...,TTTT-T...,4,4,0
599280992350660|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599300389410954|81001|1,T.TT,.TTT,T.TT-.TTT,3,3,0
599310435570973|82001|2,TTTE,....,TTTE-....,4,3,1
599330609450910|82001|1,NTE.,TTTT,NTE.-TTTT,3,1,2
599370988430910|81001|2,EETT,EEEE,EETT-EEEE,4,2,1
599380957090974|82001|1,TTEE,....,TTEE-....,4,2,1
599400601730650|80001|1,TTTT,NUNN,TTTT-NUNN,4,4,0
599400611360615|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599460455040654|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599470975010914|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
599530453340913|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599530453340913|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599530453340913|83001|1,TTNN,....,TTNN-....,4,2,1
599540308080715|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599540308080715|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599540308080715|82001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
599540308080715|83001|1,TTNE,....,TTNE-....,4,2,2
599600390240972|81001|2,TTTT,EEET,TTTT-EEET,4,4,0
599610791120715|80001|1,TTTT,TT..,TTTT-TT..,4,4,0
599610834120714|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599640049360975|80001|1,TTTT,....,TTTT-....,4,4,0
599670007870915|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599670007870915|83001|1,TTTT,....,TTTT-....,4,4,0
599740226950974|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599740773560673|82001|2,TTTT,....,TTTT-....,4,4,0
599770406690615|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599770406690615|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599770986790975|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599820609590610|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599860587890910|83001|2,TTTT,....,TTTT-....,4,4,0
599870424030655|82001|1,TTTT,....,TTTT-....,4,4,0
599870786840914|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599890045500610|80001|2,TTTT,EUEE,TTTT-EUEE,4,4,0
599900083770975|82001|1,TEEE,....,TEEE-....,4,1,1
599900827900670|83001|2,TT..,....,TT..-....,2,2,0
599906306019139|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599922300028379|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599924300028179|82001|2,TTTT,T...,TTTT-T...,4,4,0
599924309076139|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599930175050972|82001|1,TTTT,....,TTTT-....,4,4,0
599960320220673|79001|2,TNTU,....,TNTU-....,4,2,3
599960521980911|80001|1,TN..,....,TN..-....,2,1,1
599960521980952|83001|1,TTTT,....,TTTT-....,4,4,0
599960615770974|81001|1,TTTT,.NTT,TTTT-.NTT,4,4,0
599963909030188|80001|3,TTTT,....,TTTT-....,4,4,0
599972107002469|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599978409059179|83001|1,T...,....,T...-....,1,1,0
599986305049317|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
599986305049317|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
599990448990610|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
600054933559000|82001|2,TTTT,....,TTTT-....,4,4,0
600067094306349|81001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
600072987069370|83001|2,TTT.,....,TTT.-....,3,3,0
600106910890998|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
600106951264596|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
600106965087592|82001|1,TTTT,....,TTTT-....,4,4,0
600155005522550|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
600206437383298|83001|2,TTT.,....,TTT.-....,3,3,0
600409999443672|82001|2,TT..,....,TT..-....,2,2,0
600467094333349|80001|1,TTTT,T.TT,TTTT-T.TT,4,4,0
600467094333349|83001|1,TTTT,....,TTTT-....,4,4,0
600506928593992|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
600506928593992|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
600506928593992|82001|2,NTEE,....,NTEE-....,4,1,2
600609724831922|82001|1,TTTT,....,TTTT-....,4,4,0
600609724831922|82001|2,TTTT,....,TTTT-....,4,4,0
600609776325472|80001|1,TT..,....,TT..-....,2,2,0
600609905887129|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
600609912490274|81001|1,TTTT,TTTN,TTTT-TTTN,4,4,0
600609957734070|79001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
600667094308349|79001|1,ETEE,EEEE,ETEE-EEEE,4,1,2
600717094351349|80001|2,TT.E,....,TT.E-....,3,2,1
600807949970299|79001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
600807959424399|81001|2,TTTT,TTNT,TTTT-TTNT,4,4,0
600807959424399|82001|1,TEEE,....,TEEE-....,4,1,1
600807977669590|83001|2,T...,....,T...-....,1,1,0
600907914524795|83001|2,TTT.,....,TTT.-....,3,3,0
600907958698145|80001|1,EEET,....,EEET-....,4,1,1
600907983123375|82001|2,TTTT,....,TTTT-....,4,4,0
600907997384447|83001|1,TTT.,....,TTT.-....,3,3,0
600981065245779|82001|2,TTTT,....,TTTT-....,4,4,0
601000610103744|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
601004110103949|83001|2,TTTT,....,TTTT-....,4,4,0
601006883108199|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
601600632940203|83001|1,TTTT,....,TTTT-....,4,4,0
601901423892528|83001|2,TTTT,....,TTTT-....,4,4,0
601902273591089|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
601904342898282|82001|1,NNTT,NNNN,NNTT-NNNN,4,2,1
601904344898281|83001|1,TTTT,....,TTTT-....,4,4,0
601904361899467|80001|1,TTT.,....,TTT.-....,3,3,0
601904361899467|82001|2,TTTT,UTTT,TTTT-UTTT,4,4,0
601905293592749|81001|1,TTTT,TTNT,TTTT-TTNT,4,4,0
601905293592749|83001|2,ETTT,....,ETTT-....,4,3,1
601905904893118|82001|2,TTTT,....,TTTT-....,4,4,0
601906850894786|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
602009073409622|83001|2,TTTT,....,TTTT-....,4,4,0
602030911584200|83001|1,T...,....,T...-....,1,1,0
602139098909071|82001|2,TTTT,....,TTTT-....,4,4,0
602284038909171|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
602455085001907|81001|2,TTTT,EEE.,TTTT-EEE.,4,4,0
602599840169001|83001|1,TTTT,....,TTTT-....,4,4,0
602602565992690|80001|1,TNEE,EEEU,TNEE-EEEU,4,1,2
602607661999623|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
602609063994775|81001|1,NTTT,....,NTTT-....,4,3,1
602703921991609|80001|1,TNNN,NNNN,TNNN-NNNN,4,1,1
602704113793943|83001|1,TTNN,....,TTNN-....,4,2,1
602707553998078|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
602900911479037|87001|2,T...,....,T...-....,1,1,0
602902141990582|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
602902513990236|83001|2,TTTT,....,TTTT-....,4,4,0
602902821991543|80001|2,NTTT,TTTT,NTTT-TTTT,4,3,1
602904113993944|83001|2,T...,....,T...-....,1,1,0
602904175994581|83001|2,TTTT,....,TTTT-....,4,4,0
602906881998196|80001|2,TTUT,TTTT,TTUT-TTTT,4,3,2
602907623997954|82001|3,UTTT,EEE.,UTTT-EEE.,4,3,1
602909065994773|87001|1,T...,....,T...-....,1,1,0
602909070499629|87001|2,T...,....,T...-....,1,1,0
602909071299620|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
602909071299620|82001|3,TTTT,TTT.,TTTT-TTT.,4,4,0
602909201996899|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
602909883991406|83001|3,TTTT,....,TTTT-....,4,4,0
603021911269650|82001|1,TTT.,....,TTT.-....,3,3,0
603021911269650|82001|2,TTT.,....,TTT.-....,3,3,0
603043913259340|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
603100855109051|83001|2,TNUT,....,TNUT-....,4,2,3
603102195106600|83001|2,NETT,....,NETT-....,4,2,2
603547046909360|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
603603442896001|83001|2,TTTT,....,TTTT-....,4,4,0
603608085941370|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
603608085941370|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
603700912899033|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
603709070899629|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
603900610883744|81001|1,ETEE,EEEE,ETEE-EEEE,4,1,2
603900613693744|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
603901781699382|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
603903440696006|83001|3,UTNT,....,UTNT-....,4,2,3
603906043693477|83001|2,TTTN,....,TTTN-....,4,3,1
603908993693969|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
603909071889625|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
604284033409161|83001|1,TNUU,....,TNUU-....,4,1,2
604349540129403|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
604584026909997|83001|1,TTT.,....,TTT.-....,3,3,0
604600692996753|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
604605102992842|83001|2,TTTT,....,TTTT-....,4,4,0
604700632990209|81001|2,UTTN,NNNN,UTTN-NNNN,4,2,2
604701420992529|80001|1,TNTT,TTTT,TNTT-TTTT,4,3,2
604701420992529|82001|2,TTTT,T...,TTTT-T...,4,4,0
604807042909068|82001|2,TTTT,....,TTTT-....,4,4,0
604900964795339|82001|1,TTNN,....,TTNN-....,4,2,1
604902524793497|82001|1,TTTT,T...,TTTT-T...,4,4,0
604902524793497|83001|2,TTTT,....,TTTT-....,4,4,0
604903841794843|81001|1,TNNN,NNNN,TNNN-NNNN,4,1,1
604905564794418|83001|2,TTTT,....,TTTT-....,4,4,0
604906855799950|82001|2,TTTT,E...,TTTT-E...,4,4,0
605001422102522|81001|2,TTTT,NTNT,TTTT-NTNT,4,4,0
605101423102523|80001|2,E..T,.EEE,E..T-.EEE,2,1,1
605102562102691|83001|1,TEEE,....,TEEE-....,4,1,1
605154088907496|83001|1,T...,....,T...-....,1,1,0
605706630892799|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
605706854399954|82001|2,T...,....,T...-....,1,1,0
605900694396752|82001|2,TTTT,....,TTTT-....,4,4,0
605902512690230|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
605902512690230|83001|2,TTT.,....,TTT.-....,3,3,0
605902643895519|83001|2,TTTT,....,TTTT-....,4,4,0
605903291897392|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
605903291897392|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
605903443896006|82001|4,TTTT,....,TTTT-....,4,4,0
605903813894679|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
605903813894679|81001|1,TTTE,TTEE,TTTE-TTEE,4,3,1
605907625897950|80001|1,TTTT,....,TTTT-....,4,4,0
605909071599620|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
605909073599624|81001|2,TEEE,EEEE,TEEE-EEEE,4,1,1
606020943539090|83001|2,TTTT,....,TTTT-....,4,4,0
606088982439290|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
606607623990007|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
606700912999034|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
606700912999034|83001|2,TTT.,....,TTT.-....,3,3,0
606701385998611|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
606701385998611|82001|1,TTTT,....,TTTT-....,4,4,0
606900852999059|83001|1,TTT.,....,TTT.-....,3,3,0
606900911999036|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
606901764992168|83001|1,ET..,....,ET..-....,2,1,1
606901782999386|83001|1,TTT.,....,TTT.-....,3,3,0
606902270999836|83001|2,TT..,....,TT..-....,2,2,0
606902275991081|82001|1,TTTT,....,TTTT-....,4,4,0
606903204991738|83001|2,TTT.,....,TTT.-....,3,3,0
606903440996006|82001|2,TTTT,....,TTTT-....,4,4,0
606904881797877|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
606906855994783|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
606908754791702|83001|1,T.T.,....,T.T.-....,2,2,0
606909014995225|83001|2,TTT.,....,TTT.-....,3,3,0
606909075999620|83001|1,TTT.,....,TTT.-....,3,3,0
607000504107178|79001|2,TTTT,TT..,TTTT-TT..,4,4,0
607009354105948|82001|1,TNNN,....,TNNN-....,4,1,1
607603442996001|80001|2,EENT,EEEE,EENT-EEEE,4,1,2
607900693696754|82001|1,TTTT,....,TTTT-....,4,4,0
607901423692523|81001|2,TTTT,TNNN,TTTT-TNNN,4,4,0
607902314698420|82001|2,TTTT,....,TTTT-....,4,4,0
607907703899587|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
607909064694779|79001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
607909071099625|81001|1,NTTN,....,NTTN-....,4,2,2
607909073599622|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
607909883891406|82001|1,TTTT,....,TTTT-....,4,4,0
608050942524380|82001|2,TTTT,T...,TTTT-T...,4,4,0
608129240039301|82001|2,TTTT,....,TTTT-....,4,4,0
608600693996753|82001|2,TTTT,....,TTTT-....,4,4,0
608602270999831|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
608604885997874|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
608900610993748|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
608900631990207|79001|1,TTTN,EEEE,TTTN-EEEE,4,3,1
608900695996755|82001|2,TTTT,....,TTTT-....,4,4,0
608902233790566|83001|2,T...,....,T...-....,1,1,0
608902523993497|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
608902764991828|80001|3,TTTT,E...,TTTT-E...,4,4,0
608903455990234|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
608903841994847|83001|2,T...,....,T...-....,1,1,0
608905294992749|79001|2,TTTT,TNET,TTTT-TNET,4,4,0
608906134992407|82001|2,TTT.,....,TTT.-....,3,3,0
608909013995224|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
608909073999624|83001|1,T...,....,T...-....,1,1,0
609005901319190|82001|1,TTTT,...E,TTTT-...E,4,4,0
609240932180980|82001|1,TTTT,....,TTTT-....,4,4,0
609400186890963|81001|1,TTNE,TTTT,TTNE-TTTT,4,2,2
609760647270943|82001|1,TTTT,....,TTTT-....,4,4,0
609890045500963|80001|3,EENT,NEEE,EENT-NEEE,4,1,2
610006973396894|83001|1,TTN.,....,TTN.-....,3,2,1
610107815983143|82001|1,TTTT,....,TTTT-....,4,4,0
610144097302069|81001|1,TTT.,EEEE,TTT.-EEEE,3,3,0
610180005626190|82001|1,TTTT,....,TTTT-....,4,4,0
610180005626190|82001|2,TTTT,....,TTTT-....,4,4,0
610209940456743|83001|2,TTT.,....,TTT.-....,3,3,0
610220143070043|83001|1,TTTT,....,TTTT-....,4,4,0
610281094445779|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
610306953924299|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
610309934226570|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
610309934226570|83001|1,TTT.,....,TTT.-....,3,3,0
610309934226570|83001|2,TTT.,....,TTT.-....,3,3,0
610440954010060|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
610506975257197|80001|1,TTTT,....,TTTT-....,4,4,0
610506975257197|83001|1,TTT.,....,TTT.-....,3,3,0
610507941095597|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
610507944462698|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
610509962907926|81001|1,TTTT,TNNN,TTTT-TNNN,4,4,0
610570030470080|82001|1,TTTT,....,TTTT-....,4,4,0
610740812110040|81001|1,TTTT,....,TTTT-....,4,4,0
610800432700184|79001|1,TTTT,....,TTTT-....,4,4,0
610803092148129|82001|1,TTTT,....,TTTT-....,4,4,0
610806925644898|80001|1,T...,....,T...-....,1,1,0
610820609590060|80001|1,TETT,....,TETT-....,4,3,2
610844097308069|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
610903072141129|80001|1,TT.E,EEEE,TT.E-EEEE,3,2,1
610907957701192|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
610907985362190|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
